Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00     108/216         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [18]
-----------------------------------------------
                0.00    0.00       1/102         main [6]
                0.00    0.00     101/102         main::{lambda()#1}::operator()() const [27]
[24]     0.0    0.00    0.00     102         std::vector<int, std::allocator<int> >::end() [24]
                0.00    0.00     102/204         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [19]
-----------------------------------------------
                0.00    0.00       1/102         main [6]
                0.00    0.00     101/102         main::{lambda()#1}::operator()() const [27]
[25]     0.0    0.00    0.00     102         std::vector<int, std::allocator<int> >::begin() [25]
                0.00    0.00     102/204         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [19]
-----------------------------------------------
                0.00    0.00     101/101         main::{lambda()#1}::operator()() const [27]
[26]     0.0    0.00    0.00     101         long long std::accumulate<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, long long>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, long long) [26]
                0.00    0.00  101101/102102      bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [9]
                0.00    0.00  101000/102000      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [11]
                0.00    0.00  101000/102000      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++() [10]
-----------------------------------------------
                0.00    0.00     101/101         void StatisticalBenchmark::runBenchmark<main::{lambda()#1}>(main::{lambda()#1}, int) [77]
[27]     0.0    0.00    0.00     101         main::{lambda()#1}::operator()() const [27]
                0.00    0.00     101/102         std::vector<int, std::allocator<int> >::end() [24]
                0.00    0.00     101/102         std::vector<int, std::allocator<int> >::begin() [25]
                0.00    0.00     101/101         long long std::accumulate<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, long long>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, long long) [26]
-----------------------------------------------
                0.00    0.00       1/101         void std::_Construct<int>(int*) [114]
                0.00    0.00       8/101         void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [65]
                0.00    0.00      92/101         double& std::vector<double, std::allocator<double> >::emplace_back<double>(double&&) [43]
[28]     0.0    0.00    0.00     101         operator new(unsigned long, void*) [28]
-----------------------------------------------
                0.00    0.00     100/100         void StatisticalBenchmark::runBenchmark<main::{lambda()#1}>(main::{lambda()#1}, int) [77]
[29]     0.0    0.00    0.00     100         PrecisionTimer::startTiming() [29]
-----------------------------------------------
                0.00    0.00     100/100         void StatisticalBenchmark::runBenchmark<main::{lambda()#1}>(main::{lambda()#1}, int) [77]
[30]     0.0    0.00    0.00     100         PrecisionTimer::getElapsedMicroseconds() [30]
                0.00    0.00     100/100         std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [41]
                0.00    0.00     100/100         std::chrono::duration<double, std::ratio<1l, 1000000l> >::duration<long, std::ratio<1l, 1000000000l>, void>(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [39]
                0.00    0.00     100/200         std::chrono::duration<double, std::ratio<1l, 1000000l> >::count() const [21]
-----------------------------------------------
                0.00    0.00     100/100         void StatisticalBenchmark::runBenchmark<main::{lambda()#1}>(main::{lambda()#1}, int) [77]
[31]     0.0    0.00    0.00     100         PrecisionTimer::PrecisionTimer() [31]
                0.00    0.00     100/100         std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::time_point() [34]
-----------------------------------------------
                0.00    0.00     100/100         std::vector<double, std::allocator<double> >::back() [44]
[32]     0.0    0.00    0.00     100         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator*() const [32]
-----------------------------------------------
                0.00    0.00     100/100         std::vector<double, std::allocator<double> >::back() [44]
[33]     0.0    0.00    0.00     100         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator-(long) const [33]
                0.00    0.00     100/216         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [18]
-----------------------------------------------
                0.00    0.00     100/100         PrecisionTimer::PrecisionTimer() [31]
[34]     0.0    0.00    0.00     100         std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::time_point() [34]
                0.00    0.00     100/100         std::chrono::duration<long, std::ratio<1l, 1000000000l> >::zero() [40]
-----------------------------------------------
                0.00    0.00     100/100         std::chrono::duration<double, std::ratio<1l, 1000000l> >::duration<long, std::ratio<1l, 1000000000l>, void>(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [39]
[35]     0.0    0.00    0.00     100         std::enable_if<std::chrono::__is_duration<std::chrono::duration<double, std::ratio<1l, 1000000l> > >::value, std::chrono::duration<double, std::ratio<1l, 1000000l> > >::type std::chrono::duration_cast<std::chrono::duration<double, std::ratio<1l, 1000000l> >, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [35]
                0.00    0.00     100/100         std::chrono::duration<double, std::ratio<1l, 1000000l> > std::chrono::__duration_cast_impl<std::chrono::duration<double, std::ratio<1l, 1000000l> >, std::ratio<1l, 1000l>, double, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [37]
-----------------------------------------------
                0.00    0.00     100/100         std::chrono::duration<long, std::ratio<1l, 1000000000l> >::zero() [40]
[36]     0.0    0.00    0.00     100         std::chrono::duration_values<long>::zero() [36]
-----------------------------------------------
                0.00    0.00     100/100         std::enable_if<std::chrono::__is_duration<std::chrono::duration<double, std::ratio<1l, 1000000l> > >::value, std::chrono::duration<double, std::ratio<1l, 1000000l> > >::type std::chrono::duration_cast<std::chrono::duration<double, std::ratio<1l, 1000000l> >, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [35]
[37]     0.0    0.00    0.00     100         std::chrono::duration<double, std::ratio<1l, 1000000l> > std::chrono::__duration_cast_impl<std::chrono::duration<double, std::ratio<1l, 1000000l> >, std::ratio<1l, 1000l>, double, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [37]
                0.00    0.00     100/300         std::chrono::duration<long, std::ratio<1l, 1000000000l> >::count() const [17]
                0.00    0.00     100/100         std::chrono::duration<double, std::ratio<1l, 1000000l> >::duration<double, void>(double const&) [38]
-----------------------------------------------
                0.00    0.00     100/100         std::chrono::duration<double, std::ratio<1l, 1000000l> > std::chrono::__duration_cast_impl<std::chrono::duration<double, std::ratio<1l, 1000000l> >, std::ratio<1l, 1000l>, double, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [37]
[38]     0.0    0.00    0.00     100         std::chrono::duration<double, std::ratio<1l, 1000000l> >::duration<double, void>(double const&) [38]
-----------------------------------------------
                0.00    0.00     100/100         PrecisionTimer::getElapsedMicroseconds() [30]
[39]     0.0    0.00    0.00     100         std::chrono::duration<double, std::ratio<1l, 1000000l> >::duration<long, std::ratio<1l, 1000000000l>, void>(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [39]
                0.00    0.00     100/100         std::enable_if<std::chrono::__is_duration<std::chrono::duration<double, std::ratio<1l, 1000000l> > >::value, std::chrono::duration<double, std::ratio<1l, 1000000l> > >::type std::chrono::duration_cast<std::chrono::duration<double, std::ratio<1l, 1000000l> >, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [35]
                0.00    0.00     100/200         std::chrono::duration<double, std::ratio<1l, 1000000l> >::count() const [21]
-----------------------------------------------
                0.00    0.00     100/100         std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::time_point() [34]
[40]     0.0    0.00    0.00     100         std::chrono::duration<long, std::ratio<1l, 1000000000l> >::zero() [40]
                0.00    0.00     100/100         std::chrono::duration_values<long>::zero() [36]
                0.00    0.00     100/200         std::chrono::duration<long, std::ratio<1l, 1000000000l> >::duration<long, void>(long const&) [22]
-----------------------------------------------
                0.00    0.00     100/100         PrecisionTimer::getElapsedMicroseconds() [30]
[41]     0.0    0.00    0.00     100         std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [41]
                0.00    0.00     200/200         std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::time_since_epoch() const [20]
                0.00    0.00     100/100         std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000000000l>, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [42]
-----------------------------------------------
                0.00    0.00     100/100         std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [41]
[42]     0.0    0.00    0.00     100         std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000000000l>, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [42]
                0.00    0.00     200/300         std::chrono::duration<long, std::ratio<1l, 1000000000l> >::count() const [17]
                0.00    0.00     100/200         std::chrono::duration<long, std::ratio<1l, 1000000000l> >::duration<long, void>(long const&) [22]
-----------------------------------------------
                0.00    0.00     100/100         std::vector<double, std::allocator<double> >::push_back(double&&) [45]
[43]     0.0    0.00    0.00     100         double& std::vector<double, std::allocator<double> >::emplace_back<double>(double&&) [43]
                0.00    0.00     284/308         double&& std::forward<double>(std::remove_reference<double>::type&) [13]
                0.00    0.00     100/100         std::vector<double, std::allocator<double> >::back() [44]
                0.00    0.00      92/101         operator new(unsigned long, void*) [28]
                0.00    0.00       8/108         std::vector<double, std::allocator<double> >::end() [23]
                0.00    0.00       8/8           void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [65]
-----------------------------------------------
                0.00    0.00     100/100         double& std::vector<double, std::allocator<double> >::emplace_back<double>(double&&) [43]
[44]     0.0    0.00    0.00     100         std::vector<double, std::allocator<double> >::back() [44]
                0.00    0.00     100/108         std::vector<double, std::allocator<double> >::end() [23]
                0.00    0.00     100/100         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator-(long) const [33]
                0.00    0.00     100/100         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator*() const [32]
-----------------------------------------------
                0.00    0.00     100/100         void StatisticalBenchmark::runBenchmark<main::{lambda()#1}>(main::{lambda()#1}, int) [77]
[45]     0.0    0.00    0.00     100         std::vector<double, std::allocator<double> >::push_back(double&&) [45]
                0.00    0.00     100/100         std::remove_reference<double&>::type&& std::move<double&>(double&) [46]
                0.00    0.00     100/100         double& std::vector<double, std::allocator<double> >::emplace_back<double>(double&&) [43]
-----------------------------------------------
                0.00    0.00     100/100         std::vector<double, std::allocator<double> >::push_back(double&&) [45]
[46]     0.0    0.00    0.00     100         std::remove_reference<double&>::type&& std::move<double&>(double&) [46]
-----------------------------------------------
                0.00    0.00      48/48          double* std::__relocate_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [56]
[47]     0.0    0.00    0.00      48         double* std::__niter_base<double*>(double*) [47]
-----------------------------------------------
                0.00    0.00       1/35          StatisticalBenchmark::getStandardDeviation() const [80]
                0.00    0.00       2/35          StatisticalBenchmark::getAverageTime() const [73]
                0.00    0.00      32/35          std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [61]
[48]     0.0    0.00    0.00      35         std::vector<double, std::allocator<double> >::size() const [48]
-----------------------------------------------
                0.00    0.00      16/32          void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [65]
                0.00    0.00      16/32          __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [60]
[49]     0.0    0.00    0.00      32         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [49]
-----------------------------------------------
                0.00    0.00       1/17          std::vector<double, std::allocator<double> >::~vector() [105]
                0.00    0.00      16/17          void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [65]
[50]     0.0    0.00    0.00      17         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [50]
-----------------------------------------------
                0.00    0.00       1/17          std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [106]
                0.00    0.00      16/17          std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&) [54]
[51]     0.0    0.00    0.00      17         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [51]
-----------------------------------------------
                0.00    0.00      16/16          std::vector<double, std::allocator<double> >::max_size() const [53]
[52]     0.0    0.00    0.00      16         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() const [52]
-----------------------------------------------
                0.00    0.00      16/16          std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [61]
[53]     0.0    0.00    0.00      16         std::vector<double, std::allocator<double> >::max_size() const [53]
                0.00    0.00      16/16          std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&) [54]
                0.00    0.00      16/16          std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() const [52]
-----------------------------------------------
                0.00    0.00      16/16          std::vector<double, std::allocator<double> >::max_size() const [53]
[54]     0.0    0.00    0.00      16         std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&) [54]
                0.00    0.00      16/17          unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [51]
-----------------------------------------------
                0.00    0.00      16/16          void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [65]
[55]     0.0    0.00    0.00      16         std::vector<double, std::allocator<double> >::_S_relocate(double*, double*, double*, std::allocator<double>&) [55]
                0.00    0.00      16/16          double* std::__relocate_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [56]
-----------------------------------------------
                0.00    0.00      16/16          std::vector<double, std::allocator<double> >::_S_relocate(double*, double*, double*, std::allocator<double>&) [55]
[56]     0.0    0.00    0.00      16         double* std::__relocate_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [56]
                0.00    0.00      48/48          double* std::__niter_base<double*>(double*) [47]
                0.00    0.00      16/16          std::enable_if<std::__is_bitwise_relocatable<double, void>::value, double*>::type std::__relocate_a_1<double, double>(double*, double*, double*, std::allocator<double>&) [57]
-----------------------------------------------
                0.00    0.00      16/16          double* std::__relocate_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [56]
[57]     0.0    0.00    0.00      16         std::enable_if<std::__is_bitwise_relocatable<double, void>::value, double*>::type std::__relocate_a_1<double, double>(double*, double*, double*, std::allocator<double>&) [57]
-----------------------------------------------
                0.00    0.00       6/12          std::vector<double, std::allocator<double> >::begin() const [69]
                0.00    0.00       6/12          std::vector<double, std::allocator<double> >::end() const [68]
[58]     0.0    0.00    0.00      12         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator(double const* const&) [58]
-----------------------------------------------
                0.00    0.00       1/9           std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [88]
                0.00    0.00       8/9           void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [65]
[59]     0.0    0.00    0.00       9         std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [59]
                0.00    0.00       8/8           std::__new_allocator<double>::deallocate(double*, unsigned long) [63]
-----------------------------------------------
                0.00    0.00       8/8           void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [65]
[60]     0.0    0.00    0.00       8         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [60]
                0.00    0.00      16/32          __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [49]
-----------------------------------------------
                0.00    0.00       8/8           void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [65]
[61]     0.0    0.00    0.00       8         std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [61]
                0.00    0.00      32/35          std::vector<double, std::allocator<double> >::size() const [48]
                0.00    0.00      16/16          std::vector<double, std::allocator<double> >::max_size() const [53]
                0.00    0.00       8/8           unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [67]
-----------------------------------------------
                0.00    0.00       8/8           void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [65]
[62]     0.0    0.00    0.00       8         std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [62]
                0.00    0.00       8/8           std::__new_allocator<double>::allocate(unsigned long, void const*) [64]
-----------------------------------------------
                0.00    0.00       8/8           std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [59]
[63]     0.0    0.00    0.00       8         std::__new_allocator<double>::deallocate(double*, unsigned long) [63]
-----------------------------------------------
                0.00    0.00       8/8           std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [62]
[64]     0.0    0.00    0.00       8         std::__new_allocator<double>::allocate(unsigned long, void const*) [64]
-----------------------------------------------
                0.00    0.00       8/8           double& std::vector<double, std::allocator<double> >::emplace_back<double>(double&&) [43]
[65]     0.0    0.00    0.00       8         void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [65]
                0.00    0.00      24/308         double&& std::forward<double>(std::remove_reference<double>::type&) [13]
                0.00    0.00      16/17          std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [50]
                0.00    0.00      16/32          __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [49]
                0.00    0.00      16/16          std::vector<double, std::allocator<double> >::_S_relocate(double*, double*, double*, std::allocator<double>&) [55]
                0.00    0.00       8/8           std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [61]
                0.00    0.00       8/8           std::vector<double, std::allocator<double> >::begin() [66]
                0.00    0.00       8/8           __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [60]
                0.00    0.00       8/8           std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [62]
                0.00    0.00       8/101         operator new(unsigned long, void*) [28]
                0.00    0.00       8/9           std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [59]
-----------------------------------------------
                0.00    0.00       8/8           void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [65]
[66]     0.0    0.00    0.00       8         std::vector<double, std::allocator<double> >::begin() [66]
                0.00    0.00       8/216         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [18]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [61]
[67]     0.0    0.00    0.00       8         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [67]
-----------------------------------------------
                0.00    0.00       1/6           StatisticalBenchmark::getStandardDeviation() const [80]
                0.00    0.00       2/6           StatisticalBenchmark::getAverageTime() const [73]
                0.00    0.00       3/6           std::vector<double, std::allocator<double> >::empty() const [71]
[68]     0.0    0.00    0.00       6         std::vector<double, std::allocator<double> >::end() const [68]
                0.00    0.00       6/12          __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator(double const* const&) [58]
-----------------------------------------------
                0.00    0.00       1/6           StatisticalBenchmark::getStandardDeviation() const [80]
                0.00    0.00       2/6           StatisticalBenchmark::getAverageTime() const [73]
                0.00    0.00       3/6           std::vector<double, std::allocator<double> >::empty() const [71]
[69]     0.0    0.00    0.00       6         std::vector<double, std::allocator<double> >::begin() const [69]
                0.00    0.00       6/12          __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator(double const* const&) [58]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<double, std::allocator<double> >::empty() const [71]
[70]     0.0    0.00    0.00       3         bool __gnu_cxx::operator==<double const*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > const&) [70]
                0.00    0.00       6/612         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::base() const [12]
-----------------------------------------------
                0.00    0.00       1/3           StatisticalBenchmark::getStandardDeviation() const [80]
                0.00    0.00       2/3           StatisticalBenchmark::getAverageTime() const [73]
[71]     0.0    0.00    0.00       3         std::vector<double, std::allocator<double> >::empty() const [71]
                0.00    0.00       3/6           std::vector<double, std::allocator<double> >::end() const [68]
                0.00    0.00       3/6           std::vector<double, std::allocator<double> >::begin() const [69]
                0.00    0.00       3/3           bool __gnu_cxx::operator==<double const*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > const&) [70]
-----------------------------------------------
                0.00    0.00       1/3           main [6]
                0.00    0.00       1/3           std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [107]
                0.00    0.00       1/3           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [91]
[72]     0.0    0.00    0.00       3         std::__new_allocator<int>::~__new_allocator() [72]
-----------------------------------------------
                0.00    0.00       1/2           main [6]
                0.00    0.00       1/2           StatisticalBenchmark::getStandardDeviation() const [80]
[73]     0.0    0.00    0.00       2         StatisticalBenchmark::getAverageTime() const [73]
                0.00    0.00       2/3           std::vector<double, std::allocator<double> >::empty() const [71]
                0.00    0.00       2/6           std::vector<double, std::allocator<double> >::end() const [68]
                0.00    0.00       2/6           std::vector<double, std::allocator<double> >::begin() const [69]
                0.00    0.00       2/2           double std::accumulate<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double) [75]
                0.00    0.00       2/35          std::vector<double, std::allocator<double> >::size() const [48]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<int, std::allocator<int> >::~vector() [110]
                0.00    0.00       1/2           std::vector<int, std::allocator<int> >::_M_default_initialize(unsigned long) [108]
[74]     0.0    0.00    0.00       2         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [74]
-----------------------------------------------
                0.00    0.00       2/2           StatisticalBenchmark::getAverageTime() const [73]
[75]     0.0    0.00    0.00       2         double std::accumulate<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double>(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, double) [75]
                0.00    0.00     202/303         bool __gnu_cxx::operator!=<double const*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > const&) [14]
                0.00    0.00     200/300         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::operator*() const [16]
                0.00    0.00     200/300         __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::operator++() [15]
-----------------------------------------------
                0.00    0.00       1/2           std::operator&=(std::_Ios_Fmtflags&, std::_Ios_Fmtflags) [128]
                0.00    0.00       1/2           std::ios_base::setf(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [113]
[76]     0.0    0.00    0.00       2         std::operator&(std::_Ios_Fmtflags, std::_Ios_Fmtflags) [76]
-----------------------------------------------
                0.00    0.00       1/1           main [6]
[77]     0.0    0.00    0.00       1         void StatisticalBenchmark::runBenchmark<main::{lambda()#1}>(main::{lambda()#1}, int) [77]
